POST_NAME,ET_DESC,ET_PRIM_REASON,ET_PRIM_DESC,ET_SEC_REASON,ET_SEC_DESC,Count of VOL_ID
SENEGAL,RESIGNATION,200,Adaptation,100,Personal/Family,1
SENEGAL,RESIGNATION,112,administrative support,411,host community/host family,1
SENEGAL,RESIGNATION,214,amount of work,311,emotional/mental health,1
SENEGAL,RESIGNATION,214,amount of work,615,friend(s) or other family responsibility,1
SENEGAL,RESIGNATION,214,amount of work,611,further education,2
SENEGAL,RESIGNATION,214,amount of work,212,host country counterpart/support,1
SENEGAL,RESIGNATION,219,assignment not development work/not needed,,,1
SENEGAL,RESIGNATION,510,crime and personal safety,615,friend(s) or other family responsibility,1
SENEGAL,RESIGNATION,510,crime and personal safety,115,other Peace Corps support,1
SENEGAL,RESIGNATION,116,death/illness of close friend or family member,,,7
SENEGAL,RESIGNATION,116,death/illness of close friend or family member,415,other country assignment/adaptation,1
SENEGAL,RESIGNATION,116,death/illness of close friend or family member,310,physical health,1
SENEGAL,RESIGNATION,118,early termination of spouse,,,2
SENEGAL,RESIGNATION,311,emotional/mental health,,,15
SENEGAL,RESIGNATION,311,emotional/mental health,615,friend(s) or other family responsibility,1
SENEGAL,RESIGNATION,311,emotional/mental health,411,host community/host family,2
SENEGAL,RESIGNATION,311,emotional/mental health,212,host country counterpart/support,1
SENEGAL,RESIGNATION,311,emotional/mental health,410,host country culture,1
SENEGAL,RESIGNATION,311,emotional/mental health,211,language skills,3
SENEGAL,RESIGNATION,311,emotional/mental health,616,other personal/family related,5
SENEGAL,RESIGNATION,311,emotional/mental health,310,physical health,1
SENEGAL,RESIGNATION,311,emotional/mental health,512,sexual assault/harassment,1
SENEGAL,RESIGNATION,613,financial,615,friend(s) or other family responsibility,1
SENEGAL,RESIGNATION,613,financial,310,physical health,1
SENEGAL,RESIGNATION,615,friend(s) or other family responsibility,,,19
SENEGAL,RESIGNATION,615,friend(s) or other family responsibility,612,other career opportunity,1
SENEGAL,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,5
SENEGAL,RESIGNATION,611,further education,,,9
SENEGAL,RESIGNATION,611,further education,214,amount of work,1
SENEGAL,RESIGNATION,611,further education,613,financial,1
SENEGAL,RESIGNATION,611,further education,614,spousal responsibility,1
SENEGAL,RESIGNATION,411,host community/host family,,,2
SENEGAL,RESIGNATION,411,host community/host family,311,emotional/mental health,1
SENEGAL,RESIGNATION,411,host community/host family,410,host country culture,1
SENEGAL,RESIGNATION,212,host country counterpart/support,,,3
SENEGAL,RESIGNATION,212,host country counterpart/support,411,host community/host family,1
SENEGAL,RESIGNATION,212,host country counterpart/support,410,host country culture,2
SENEGAL,RESIGNATION,212,host country counterpart/support,211,language skills,1
SENEGAL,RESIGNATION,410,host country culture,,,5
SENEGAL,RESIGNATION,410,host country culture,713,conflict with Volunteers/trainees,1
SENEGAL,RESIGNATION,410,host country culture,411,host community/host family,1
SENEGAL,RESIGNATION,410,host country culture,213,matching skills with work assignment,1
SENEGAL,RESIGNATION,400,Job Related,,,3
SENEGAL,RESIGNATION,211,language skills,,,5
SENEGAL,RESIGNATION,211,language skills,212,host country counterpart/support,1
SENEGAL,RESIGNATION,211,language skills,711,other volunteers/trainees,2
SENEGAL,RESIGNATION,211,language skills,210,technical skills,2
SENEGAL,RESIGNATION,412,living arrangements/housing location,,,1
SENEGAL,RESIGNATION,412,living arrangements/housing location,616,other personal/family related,1
SENEGAL,RESIGNATION,412,living arrangements/housing location,413,site location,1
SENEGAL,RESIGNATION,213,matching skills with work assignment,,,4
SENEGAL,RESIGNATION,213,matching skills with work assignment,611,further education,1
SENEGAL,RESIGNATION,213,matching skills with work assignment,211,language skills,1
SENEGAL,RESIGNATION,213,matching skills with work assignment,412,living arrangements/housing location,1
SENEGAL,RESIGNATION,213,matching skills with work assignment,113,Peace Corps policies,1
SENEGAL,RESIGNATION,213,matching skills with work assignment,414,preferred another country/region,2
SENEGAL,RESIGNATION,213,matching skills with work assignment,712,unrealistic expectations,1
SENEGAL,RESIGNATION,300,Medical Concerns,,,3
SENEGAL,RESIGNATION,300,Medical Concerns,200,Adaptation,1
SENEGAL,RESIGNATION,111,medical support,,,3
SENEGAL,RESIGNATION,111,medical support,116,death/illness of close friend or family member,1
SENEGAL,RESIGNATION,111,medical support,411,host community/host family,1
SENEGAL,RESIGNATION,111,medical support,410,host country culture,1
SENEGAL,RESIGNATION,111,medical support,114,Peace Corps staff in country,1
SENEGAL,RESIGNATION,600,Other,,,5
SENEGAL,RESIGNATION,600,Other,200,Adaptation,1
SENEGAL,RESIGNATION,716,other (please explain),,,2
SENEGAL,RESIGNATION,612,other career opportunity,,,8
SENEGAL,RESIGNATION,612,other career opportunity,616,other personal/family related,1
SENEGAL,RESIGNATION,415,other country assignment/adaptation,,,1
SENEGAL,RESIGNATION,415,other country assignment/adaptation,311,emotional/mental health,1
SENEGAL,RESIGNATION,415,other country assignment/adaptation,310,physical health,2
SENEGAL,RESIGNATION,120,other family,,,4
SENEGAL,RESIGNATION,115,other Peace Corps support,311,emotional/mental health,1
SENEGAL,RESIGNATION,115,other Peace Corps support,516,other personal safety (please explain),1
SENEGAL,RESIGNATION,514,other personal safety,,,1
SENEGAL,RESIGNATION,516,other personal safety (please explain),311,emotional/mental health,1
SENEGAL,RESIGNATION,616,other personal/family related,,,28
SENEGAL,RESIGNATION,616,other personal/family related,112,administrative support,1
SENEGAL,RESIGNATION,616,other personal/family related,311,emotional/mental health,2
SENEGAL,RESIGNATION,616,other personal/family related,613,financial,1
SENEGAL,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
SENEGAL,RESIGNATION,616,other personal/family related,611,further education,2
SENEGAL,RESIGNATION,616,other personal/family related,211,language skills,1
SENEGAL,RESIGNATION,616,other personal/family related,115,other Peace Corps support,1
SENEGAL,RESIGNATION,616,other personal/family related,217,other program/work assignment,1
SENEGAL,RESIGNATION,616,other personal/family related,114,Peace Corps staff in country,1
SENEGAL,RESIGNATION,217,other program/work assignment,311,emotional/mental health,1
SENEGAL,RESIGNATION,217,other program/work assignment,615,friend(s) or other family responsibility,1
SENEGAL,RESIGNATION,217,other program/work assignment,611,further education,1
SENEGAL,RESIGNATION,217,other program/work assignment,616,other personal/family related,1
SENEGAL,RESIGNATION,113,Peace Corps policies,,,6
SENEGAL,RESIGNATION,113,Peace Corps policies,716,other (please explain),1
SENEGAL,RESIGNATION,114,Peace Corps staff in country,,,3
SENEGAL,RESIGNATION,114,Peace Corps staff in country,610,romantic interest,1
SENEGAL,RESIGNATION,500,Personal Safety,600,Other,1
SENEGAL,RESIGNATION,500,Personal Safety,100,Personal/Family,2
SENEGAL,RESIGNATION,100,Personal/Family,,,27
SENEGAL,RESIGNATION,100,Personal/Family,200,Adaptation,2
SENEGAL,RESIGNATION,100,Personal/Family,400,Job Related,3
SENEGAL,RESIGNATION,100,Personal/Family,600,Other,1
SENEGAL,RESIGNATION,310,physical health,,,9
SENEGAL,RESIGNATION,310,physical health,112,administrative support,1
SENEGAL,RESIGNATION,310,physical health,116,death/illness of close friend or family member,1
SENEGAL,RESIGNATION,310,physical health,311,emotional/mental health,6
SENEGAL,RESIGNATION,310,physical health,212,host country counterpart/support,1
SENEGAL,RESIGNATION,310,physical health,211,language skills,2
SENEGAL,RESIGNATION,310,physical health,415,other country assignment/adaptation,1
SENEGAL,RESIGNATION,310,physical health,711,other volunteers/trainees,1
SENEGAL,RESIGNATION,216,political/civil unrest,111,medical support,1
SENEGAL,RESIGNATION,216,political/civil unrest,120,other family,1
SENEGAL,RESIGNATION,414,preferred another country/region,,,1
SENEGAL,RESIGNATION,215,project/site development,,,2
SENEGAL,RESIGNATION,215,project/site development,311,emotional/mental health,1
SENEGAL,RESIGNATION,215,project/site development,212,host country counterpart/support,1
SENEGAL,RESIGNATION,215,project/site development,211,language skills,1
SENEGAL,RESIGNATION,215,project/site development,616,other personal/family related,1
SENEGAL,RESIGNATION,215,project/site development,217,other program/work assignment,1
SENEGAL,RESIGNATION,215,project/site development,413,site location,1
SENEGAL,RESIGNATION,710,resignation in lieu of administrative separation,,,12
SENEGAL,RESIGNATION,710,resignation in lieu of administrative separation,311,emotional/mental health,1
SENEGAL,RESIGNATION,710,resignation in lieu of administrative separation,213,matching skills with work assignment,1
SENEGAL,RESIGNATION,710,resignation in lieu of administrative separation,113,Peace Corps policies,1
SENEGAL,RESIGNATION,610,romantic interest,,,3
SENEGAL,RESIGNATION,610,romantic interest,612,other career opportunity,1
SENEGAL,RESIGNATION,413,site location,310,physical health,1
SENEGAL,RESIGNATION,210,technical skills,411,host community/host family,1
SENEGAL,RESIGNATION,210,technical skills,310,physical health,1
SENEGAL,RESIGNATION,110,technical support,615,friend(s) or other family responsibility,1
SENEGAL,RESIGNATION,110,technical support,215,project/site development,1
SENEGAL,RESIGNATION,714,unable to adhere to Peace Corps policies,712,unrealistic expectations,1
SENEGAL,RESIGNATION,712,unrealistic expectations,,,13
SENEGAL,RESIGNATION,712,unrealistic expectations,311,emotional/mental health,1
SENEGAL,RESIGNATION,712,unrealistic expectations,616,other personal/family related,2
SENEGAL,RESIGNATION,712,unrealistic expectations,221,other program/work related (please explain),1
SENEGAL,RESIGNATION,712,unrealistic expectations,711,other volunteers/trainees,1
SEYCHELLES,RESIGNATION,100,Personal/Family,,,1
SIERRA LEONE,RESIGNATION,,,,,1
SIERRA LEONE,RESIGNATION,112,administrative support,311,emotional/mental health,1
SIERRA LEONE,RESIGNATION,112,administrative support,114,Peace Corps staff in country,1
SIERRA LEONE,RESIGNATION,214,amount of work,217,other program/work assignment,1
SIERRA LEONE,RESIGNATION,510,crime and personal safety,,,3
SIERRA LEONE,RESIGNATION,311,emotional/mental health,,,18
SIERRA LEONE,RESIGNATION,311,emotional/mental health,410,host country culture,2
SIERRA LEONE,RESIGNATION,311,emotional/mental health,111,medical support,1
SIERRA LEONE,RESIGNATION,311,emotional/mental health,210,technical skills,1
SIERRA LEONE,RESIGNATION,615,friend(s) or other family responsibility,,,7
SIERRA LEONE,RESIGNATION,615,friend(s) or other family responsibility,613,financial,1
SIERRA LEONE,RESIGNATION,615,friend(s) or other family responsibility,611,further education,3
SIERRA LEONE,RESIGNATION,611,further education,612,other career opportunity,1
SIERRA LEONE,RESIGNATION,611,further education,512,sexual assault/harassment,1
SIERRA LEONE,RESIGNATION,411,host community/host family,115,other Peace Corps support,1
SIERRA LEONE,RESIGNATION,212,host country counterpart/support,111,medical support,1
SIERRA LEONE,RESIGNATION,212,host country counterpart/support,215,project/site development,1
SIERRA LEONE,RESIGNATION,412,living arrangements/housing location,,,1
SIERRA LEONE,RESIGNATION,213,matching skills with work assignment,,,1
SIERRA LEONE,RESIGNATION,213,matching skills with work assignment,410,host country culture,1
SIERRA LEONE,RESIGNATION,111,medical support,,,1
SIERRA LEONE,RESIGNATION,612,other career opportunity,,,2
SIERRA LEONE,RESIGNATION,415,other country assignment/adaptation,,,1
SIERRA LEONE,RESIGNATION,115,other Peace Corps support,,,5
SIERRA LEONE,RESIGNATION,514,other personal safety,412,living arrangements/housing location,1
SIERRA LEONE,RESIGNATION,616,other personal/family related,,,16
SIERRA LEONE,RESIGNATION,616,other personal/family related,211,language skills,1
SIERRA LEONE,RESIGNATION,616,other personal/family related,712,unrealistic expectations,1
SIERRA LEONE,RESIGNATION,217,other program/work assignment,,,3
SIERRA LEONE,RESIGNATION,217,other program/work assignment,311,emotional/mental health,1
SIERRA LEONE,RESIGNATION,217,other program/work assignment,712,unrealistic expectations,1
SIERRA LEONE,RESIGNATION,711,other volunteers/trainees,,,2
SIERRA LEONE,RESIGNATION,711,other volunteers/trainees,311,emotional/mental health,1
SIERRA LEONE,RESIGNATION,711,other volunteers/trainees,213,matching skills with work assignment,1
SIERRA LEONE,RESIGNATION,113,Peace Corps policies,,,12
SIERRA LEONE,RESIGNATION,113,Peace Corps policies,215,project/site development,1
SIERRA LEONE,RESIGNATION,113,Peace Corps policies,712,unrealistic expectations,1
SIERRA LEONE,RESIGNATION,114,Peace Corps staff in country,210,technical skills,1
SIERRA LEONE,RESIGNATION,310,physical health,,,5
SIERRA LEONE,RESIGNATION,310,physical health,311,emotional/mental health,3
SIERRA LEONE,RESIGNATION,310,physical health,615,friend(s) or other family responsibility,1
SIERRA LEONE,RESIGNATION,216,political/civil unrest,615,friend(s) or other family responsibility,1
SIERRA LEONE,RESIGNATION,414,preferred another country/region,310,physical health,1
SIERRA LEONE,RESIGNATION,215,project/site development,,,2
SIERRA LEONE,RESIGNATION,710,resignation in lieu of administrative separation,,,4
SIERRA LEONE,RESIGNATION,610,romantic interest,213,matching skills with work assignment,1
SIERRA LEONE,RESIGNATION,610,romantic interest,115,other Peace Corps support,1
SIERRA LEONE,RESIGNATION,413,site location,210,technical skills,1
SIERRA LEONE,RESIGNATION,712,unrealistic expectations,311,emotional/mental health,1
SIERRA LEONE,RESIGNATION,712,unrealistic expectations,410,host country culture,1
SIERRA LEONE,RESIGNATION,712,unrealistic expectations,616,other personal/family related,1
SIERRA LEONE,RESIGNATION,712,unrealistic expectations,113,Peace Corps policies,1
SIERRA LEONE,RESIGNATION,712,unrealistic expectations,610,romantic interest,1
SLOVAKIA,RESIGNATION,,,,,25
SLOVAKIA,RESIGNATION,200,Adaptation,,,4
SLOVAKIA,RESIGNATION,200,Adaptation,400,Job Related,5
SLOVAKIA,RESIGNATION,200,Adaptation,600,Other,1
SLOVAKIA,RESIGNATION,116,death/illness of close friend or family member,,,1
SLOVAKIA,RESIGNATION,116,death/illness of close friend or family member,117,family financial obligations,1
SLOVAKIA,RESIGNATION,117,family financial obligations,116,death/illness of close friend or family member,1
SLOVAKIA,RESIGNATION,400,Job Related,,,2
SLOVAKIA,RESIGNATION,300,Medical Concerns,,,2
SLOVAKIA,RESIGNATION,300,Medical Concerns,500,Personal Safety,1
SLOVAKIA,RESIGNATION,600,Other,,,3
SLOVAKIA,RESIGNATION,120,other family,,,1
SLOVAKIA,RESIGNATION,100,Personal/Family,,,16
SLOVAKIA,RESIGNATION,310,physical health,215,project/site development,1
SLOVAKIA,RESIGNATION,0,Prefer not to respond,,,1
SLOVAKIA,RESIGNATION,215,project/site development,716,other (please explain),1
SOLOMON ISLANDS,RESIGNATION,,,,,14
SOLOMON ISLANDS,RESIGNATION,200,Adaptation,,,2
SOLOMON ISLANDS,RESIGNATION,200,Adaptation,400,Job Related,3
SOLOMON ISLANDS,RESIGNATION,400,Job Related,,,5
SOLOMON ISLANDS,RESIGNATION,300,Medical Concerns,,,3
SOLOMON ISLANDS,RESIGNATION,600,Other,,,2
SOLOMON ISLANDS,RESIGNATION,415,other country assignment/adaptation,120,other family,2
SOLOMON ISLANDS,RESIGNATION,100,Personal/Family,,,10
SOLOMON ISLANDS,RESIGNATION,100,Personal/Family,400,Job Related,1
SOLOMON ISLANDS,RESIGNATION,100,Personal/Family,300,Medical Concerns,2
SOLOMON ISLANDS,RESIGNATION,0,Prefer not to respond,,,2
SOUTH AFRICA,RESIGNATION,,,,,192
SOUTH AFRICA,RESIGNATION,200,Adaptation,,,1
SOUTH AFRICA,RESIGNATION,313,alcohol,,,2
SOUTH AFRICA,RESIGNATION,214,amount of work,,,2
SOUTH AFRICA,RESIGNATION,214,amount of work,217,other program/work assignment,1
SOUTH AFRICA,RESIGNATION,510,crime and personal safety,,,1
SOUTH AFRICA,RESIGNATION,510,crime and personal safety,311,emotional/mental health,1
SOUTH AFRICA,RESIGNATION,510,crime and personal safety,511,physical assault/harassment,1
SOUTH AFRICA,RESIGNATION,510,crime and personal safety,513,road safety/traveling,2
SOUTH AFRICA,RESIGNATION,116,death/illness of close friend or family member,613,financial,1
SOUTH AFRICA,RESIGNATION,311,emotional/mental health,,,7
